ID,DOB,Age,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
5740,7/21/1984, 33 ,Married,1M-2Million,Graduate,Unemployed,Believer,Breaking Bad,Daimler -Benz,Male,Thai,Country,12 to 15,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Beer,Thor,1291,x
5741,6/30/1976, 41 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Female,French,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,1469,x
5742,1/10/1994, 24 ,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Flash,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,wine,superman,788,x
5743,4/17/1972, 45 ,Unmarried,0-100K,Post-Graduate,Employed,Believer,How I Met your mother,Ford,Male,Mexican,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,1134,y
5744,6/19/1972, 45 ,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Game of Thrones,Wolkswagen,Female,French,Rock,15-18,volleyball,Blue,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,Vodka,Ironman,459,y
5745,1/16/1988, 30 ,Married,0-100K,High-School,Self-Employed,Believer,Flash,GM,Male,Mexican,Light Metal,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Rum,Thor,231,x
5746,9/19/1974, 43 ,Divorced,0-100K,Graduate,Employed,Agnostic,Breaking Bad,GM,Male,Mexican,Hip-Hop,15-18,Swimming,Red,CNN,25-40 KM,500-1000 KM,Action,Physics,wine,wonder woman,1298,y
5747,8/30/1984, 33 ,Unmarried,500k-700k,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,BMW,Male,Chinese,Classical,10 to 12,volleyball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Beer,spiderman,1334,x
5748,9/18/1990, 27 ,Unmarried,300k-500k,High-School,Employed,Believer,Friends,Ford,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Historical,Civics,Vodka,The hulk,316,x
5749,7/14/1967, 50 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Prison Break,Ford,Female,Indian,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,1124,y
5750,8/5/1969, 48 ,Married,0-100K,Graduate,Employed,Atheist,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Rugby,White,Fox News,0-10 KM,0-250 KM,Historical,Civics,wine,Ironman,467,y
5751,7/31/1981, 36 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Big Bang Theory,Daimler-Benz,Female,Korean,Rock,20+,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Non Drinkers,wonder woman,552,y
5752,6/9/1970, 47 ,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Prison Break,Ford,Female,Indian,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Romantic,English,Whiskey,Ironman,295,x
5753,6/20/1985, 32 ,Married,100k-300k,Uneducated,Unemployed,Atheist,Narcos,Ford,Female,French,Rock,18-20,Rugby,Red,Reuters,25-40 KM,0-250 KM,Drama,Physics,Rum,Batman,586,y
5754,5/26/1970, 47 ,Married,0-100K,Uneducated,Employed,Agnostic,How I Met your mother,GM,Male,Chinese,Heavy Metal,1 to 3,Swimming,Green,New York Times,40-60 KM,2000+ KM,Comedy,Art,Non Drinkers,The hulk,173,x
5755,12/1/1970, 47 ,Divorced,500k-700k,High-School,Employed,Agnostic,Flash,BMW,Female,French,Rap,6 to 10,Swimming,Yellow,BBC,10-25 KM,250-500 KM,Thriller,Biology,Rum,Thor,1474,y
5756,12/20/1961, 56 ,Married,300k-500k,High-School,Employed,Agnostic,Breaking Bad,Wolkswagen,Male,Chinese,Classical,10 to 12,Cricket,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,wine,Thor,916,y
5757,10/16/1981, 36 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,sherlock,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Soccer,Green,New York Times,0-10 KM,0-250 KM,Comedy,Art,Non Drinkers,Thor,1065,x
5758,12/14/1971, 46 ,Married,500k-700k,High-School,Self-Employed,Believer,Game of Thrones,Daimler-Benz,Female,French,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Vodka,spiderman,984,y
5759,1/20/1961, 57 ,Divorced,300k-500k,Uneducated,Self-Employed,Agnostic,Friends,Wolkswagen,Female,French,Rap,6 to 10,Swimming,Yellow,BBC,10-25 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,183,x
5760,2/17/1968, 50 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Breaking Bad,Audi,Male,Lebanese,Classical,12 to 15,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Action,Physics,wine,wonder woman,159,y
5761,9/1/1980, 37 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Prison Break,Nissan,Male,Thai,Heavy Metal,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Thriller,Art,Whiskey,Thor,1090,x
5762,8/27/1972, 45 ,Married,300k-500k,Uneducated,Unemployed,Agnostic,Breaking Bad,Audi,Male,Chinese,Classical,10 to 12,Cricket,Red,Reuters,25-40 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,321,y
5763,12/8/1980, 37 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,Male,Chinese,Classical,10 to 12,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,wine,Ironman,949,x
5764,11/18/1989, 28 ,Married,300k-500k,Graduate,Self-Employed,Believer,Flash,Daimler-Benz,Male,Chinese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,40-60 KM,2000+ KM,Thriller,Biology,Rum,Thor,1095,x
5765,5/8/1994, 23 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Friends,Daimler-Benz,Female,Indian,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,Beer,superman,1263,y
5766,9/16/1961, 56 ,Married,300k-500k,Graduate,Unemployed,Atheist,Breaking Bad,Wolkswagen,Male,Mexican,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,500-1000 KM,Historical,Commerce,Beer,Ironman,1267,y
5767,12/5/1960, 57 ,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Flash,Toyota,Male,Mexican,Rap,6 to 10,Soccer,White,MSN,0-10 KM,0-250 KM,Historical,Civics,wine,The hulk,853,x
5768,5/26/1971, 46 ,Married,500k-700k,Uneducated,Employed,Believer,Friends,Toyota,Female,Mediterranean,Rap,6 to 10,Rugby,Green,BBC,40-60 KM,2000+ KM,Comedy,Art,Vodka,The hulk,182,y
5769,9/15/1978, 39 ,Married,0-100K,High-School,Employed,Believer,Narcos,GM,Male,Lebanese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Action,Physics,Gin,wonder woman,186,y
5770,2/5/1986, 32 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Breaking Bad,Ford,Female,Mediterranean,Rock,20+,Soccer,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,spiderman,130,x
5771,12/31/1960, 57 ,Married,300k-500k,High-School,Employed,Believer,Big Bang Theory,Daimler-Benz,Female,Mediterranean,Rock,18-20,Rugby,Orange,Associated Press,60-80 KM,0-250 KM,Comedy,History,Non Drinkers,Thor,309,x
5772,3/23/1981, 36 ,Married,1M-2Million,High-School,Self-Employed,Atheist,Breaking Bad,Rolls Royce,Male,Lebanese,Classical,12 to 15,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Horror,Economics,wine,spiderman,458,x
5773,10/30/1975, 42 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,Italian,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,Whiskey,superman,560,x
5774,4/15/1994, 23 ,Unmarried,300k-500k,Graduate,Self-Employed,Agnostic,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,cycling,Blue,Huffington Post,40-60 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,559,y
5775,9/6/1974, 43 ,Married,300k-500k,Post-Graduate,Employed,Atheist,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Baseball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,1316,x
5776,1/15/1976, 42 ,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Prison Break,Daimler-Benz,Female,Indian,Rap,6 to 10,volleyball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,1068,y
5777,6/16/1983, 34 ,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Friends,BMW,Male,Italian,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,843,y
5778,11/19/1989, 28 ,Unmarried,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Thai,Light Metal,6 to 10,Soccer,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1196,y
5779,9/17/1981, 36 ,Married,500k-700k,Uneducated,Unemployed,Atheist,How I Met your mother,Toyota,Female,Indian,Rap,6 to 10,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,221,y
5780,8/24/1980, 37 ,Married,700k-1 Million,Uneducated,Self-Employed,Believer,Breaking Bad,Daimler -Benz,Male,Lebanese,Classical,12 to 15,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Historical,History,wine,The hulk,214,y
5781,3/23/1963, 54 ,Married,300k-500k,Uneducated,Self-Employed,Agnostic,Game of Thrones,Toyota,Female,Mediterranean,Rock,20+,Swimming,purple,Associated Press,60-80 KM,250-500 KM,Thriller,Maths,Vodka,Thor,625,x
5782,6/29/1973, 44 ,Married,100k-300k,Graduate,Self-Employed,Atheist,Game of Thrones,Suzuki,Male,Lebanese,Classical,12 to 15,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Whiskey,Ironman,415,x
5783,9/8/1982, 35 ,,0-100K,High-School,Unemployed,Agnostic,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Cricket,Green,New York Times,40-60 KM,1500-2000 KM,Horror,Chemistry,Gin,spiderman,1376,x
5784,7/3/1995, 22 ,Unmarried,300k-500k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,20+,Basketball,Red,CNN,25-40 KM,500-1000 KM,Thriller,Maths,Beer,Thor,306,y
5785,9/5/1969, 48 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,Male,Thai,Country,12 to 15,Baseball,purple,Associated Press,10-25 KM,1500-2000 KM,Comedy,History,Beer,The hulk,1092,x
5786,3/21/1972, 45 ,Married,300k-500k,Uneducated,Unemployed,Atheist,Dexter,Wolkswagen,Male,Chinese,Classical,10 to 12,Baseball,Red,Reuters,60-80 KM,0-250 KM,Action,Physics,Vodka,wonder woman,902,x
5787,10/14/1985, 32 ,Married,300k-500k,Post-Graduate,Employed,Agnostic,Narcos,Audi,Male,Mexican,Hip-Hop,15-18,Swimming,Red,Reuters,25-40 KM,250-500 KM,Horror,Physics,Rum,spiderman,1110,x
5788,12/31/1984, 33 ,Unmarried,0-100K,High-School,Unemployed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,Maths,Rum,Thor,237,x
5789,4/7/1961, 56 ,Married,0-100K,Uneducated,Employed,Agnostic,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Swimming,White,Fox News,25-40 KM,1000-1500 KM,Horror,Chemistry,Whiskey,spiderman,1344,x
5790,12/19/1967, 50 ,Divorced,500k-700k,High-School,Self-Employed,Agnostic,Narcos,Toyota,Male,Mexican,Hip-Hop,15-18,Swimming,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Rum,wonder woman,388,y
5791,6/11/1976, 41 ,Married,300k-500k,Graduate,Employed,Agnostic,Friends,Audi,Female,French,Rap,6 to 10,Cricket,Black,New York Times,10-25 KM,250-500 KM,Action,Biology,Vodka,wonder woman,967,x
5792,4/13/1984, 33 ,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Flash,Audi,Male,Lebanese,Heavy Metal,3 to 5,cycling,Black,New York Times,10-25 KM,250-500 KM,Drama,Chemistry,Rum,Batman,1419,y
5793,11/21/1982, 35 ,Married,300k-500k,Uneducated,Employed,Believer,Dexter,Daimler-Benz,Male,Lebanese,Classical,10 to 12,Basketball,Red,CNN,25-40 KM,0-250 KM,Thriller,Maths,Beer,Thor,1364,y
5794,3/1/1985, 33 ,Unmarried,100k-300k,Graduate,Unemployed,Believer,Friends,Nissan,Female,French,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1245,x
5795,6/24/1982, 35 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Big Bang Theory,Ford,Female,Indian,Rock,18-20,Soccer,Red,CNN,25-40 KM,250-500 KM,Horror,Physics,Non Drinkers,spiderman,87,y
5796,1/27/1960, 58 ,Married,500k-700k,High-School,Unemployed,Agnostic,Narcos,Toyota,Female,French,Hip-Hop,15-18,Cricket,Red,Reuters,60-80 KM,250-500 KM,Horror,Physics,Rum,spiderman,1042,x
5797,5/27/1994, 23 ,Married,300k-500k,Graduate,Unemployed,Believer,How I Met your mother,Audi,Male,Lebanese,Heavy Metal,3 to 5,Rugby,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Gin,The hulk,1313,x
5798,7/27/1992, 25 ,,300k-500k,High-School,Unemployed,Believer,How I Met your mother,Daimler-Benz,Male,Mexican,Rap,6 to 10,Basketball,White,Fox News,60-80 KM,2000+ KM,Comedy,Art,Gin,Thor,1074,y
5799,3/29/1971, 46 ,Married,100k-300k,High-School,Self-Employed,Agnostic,Breaking Bad,Honda,Male,Italian,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Beer,Thor,972,y
5800,8/18/1981, 36 ,Unmarried,100k-300k,Graduate,Employed,Agnostic,Breaking Bad,Suzuki,Male,Mexican,Country,12 to 15,volleyball,Red,Reuters,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,403,x
5801,12/4/1987, 30 ,Unmarried,500k-700k,Graduate,Employed,Believer,Breaking Bad,Toyota,Male,Lebanese,Classical,10 to 12,Basketball,purple,Associated Press,60-80 KM,0-250 KM,Thriller,Maths,Beer,Thor,629,x
5802,6/27/1979, 38 ,Unmarried,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Mexican,Light Metal,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,1097,x
5803,10/23/1966, 51 ,Married,300k-500k,Uneducated,Employed,Believer,Big Bang Theory,Audi,Male,Chinese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,319,y
5804,7/25/1983, 34 ,Married,500k-700k,High-School,Self-Employed,Agnostic,sherlock,BMW,Male,Mexican,Rap,6 to 10,Swimming,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,superman,110,x
5805,11/17/1984, 33 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Wolkswagen,Male,Thai,Country,12 to 15,Basketball,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,superman,1304,y
5806,5/3/1994, 23 ,Divorced,300k-500k,High-School,Self-Employed,Agnostic,Breaking Bad,Audi,Female,Indian,Rock,18-20,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Beer,Batman,1495,x
5807,7/20/1970, 47 ,Married,500k-700k,Uneducated,Self-Employed,Believer,How I Met your mother,Toyota,Male,Italian,Rap,6 to 10,Basketball,White,MSN,10-25 KM,250-500 KM,Historical,Civics,Non Drinkers,The hulk,74,x
5808,11/29/1976, 41 ,Married,300k-500k,Uneducated,Employed,Believer,Breaking Bad,Ford,Male,Chinese,Classical,10 to 12,Rugby,Blue,CNN,25-40 KM,250-500 KM,Drama,Physics,Beer,Batman,178,y
5809,1/20/1984, 34 ,Unmarried,500k-700k,Uneducated,Employed,Agnostic,Big Bang Theory,Toyota,Male,Chinese,Classical,10 to 12,cycling,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Non Drinkers,Batman,963,x
5810,11/25/1991, 26 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Friends,Audi,Male,Chinese,Heavy Metal,1 to 3,Soccer,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,1041,x
5811,12/24/1976, 41 ,Married,700k-1 Million,Graduate,Self-Employed,Believer,Breaking Bad,Daimler -Benz,Male,Mexican,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Beer,Ironman,545,y
5812,2/11/1978, 40 ,Married,500k-700k,High-School,Employed,Agnostic,Big Bang Theory,Daimler-Benz,Male,Lebanese,Country,12 to 15,Cricket,Blue,CNN,25-40 KM,1000-1500 KM,Comedy,History,Non Drinkers,The hulk,1391,x
5813,12/20/1982, 35 ,Married,300k-500k,Uneducated,Self-Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Action,Biology,Beer,wonder woman,376,x
5814,8/16/1968, 49 ,Married,300k-500k,Uneducated,Self-Employed,Agnostic,Narcos,Daimler-Benz,,Lebanese,Classical,12 to 15,Baseball,Blue,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Non Drinkers,Ironman,446,y
5815,2/15/1988, 30 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Yellow,BBC,60-80 KM,2000+ KM,Thriller,Art,Whiskey,Thor,48,x
5816,12/16/1961, 56 ,Divorced,500k-700k,Graduate,Unemployed,Agnostic,Breaking Bad,BMW,Male,Thai,Country,12 to 15,Swimming,purple,Associated Press,0-10 KM,2000+ KM,Drama,Physics,Beer,Batman,342,y
5817,8/19/1972, 45 ,Unmarried,300k-500k,Graduate,Employed,Believer,Dexter,Audi,Female,Indian,Rock,18-20,Soccer,Orange,Reuters,60-80 KM,0-250 KM,Drama,Physics,Vodka,Batman,596,x
5818,10/18/1995, 22 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Nissan,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,964,x
5819,12/24/1969, 48 ,Married,300k-500k,Uneducated,Unemployed,Believer,Big Bang Theory,Daimler-Benz,Male,Lebanese,Country,12 to 15,Rugby,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Non Drinkers,The hulk,1471,y
5820,12/6/1979, 38 ,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,Toyota,Male,Thai,Country,12 to 15,Swimming,purple,Associated Press,0-10 KM,1500-2000 KM,Thriller,Maths,Non Drinkers,Thor,805,x
5821,12/22/1974, 43 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Friends,Audi,Male,Chinese,Heavy Metal,1 to 3,Basketball,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1140,x
5822,3/9/1960, 57 ,Married,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Female,Mediterranean,Rap,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,wine,The hulk,131,y
5823,1/27/1982, 36 ,Unmarried,500k-700k,Graduate,Unemployed,Believer,Breaking Bad,BMW,Male,Chinese,Classical,10 to 12,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,Beer,Ironman,125,y
5824,12/19/1978, 39 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,How I Met your mother,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,10-25 KM,250-500 KM,Thriller,Biology,Non Drinkers,Thor,646,x
5825,4/18/1988, 29 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Mexican,Light Metal,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,spiderman,267,y
5826,6/10/1977, 40 ,Unmarried,300k-500k,High-School,Self-Employed,Believer,Friends,Wolkswagen,Male,Mexican,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,816,y
5827,4/1/1979, 38 ,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Game of Thrones,Daimler-Benz,Male,Chinese,Classical,10 to 12,volleyball,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Whiskey,spiderman,242,y
5828,10/26/1990, 27 ,Married,100k-300k,Graduate,Employed,Believer,Dexter,Honda,Male,Thai,Country,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Historical,Commerce,Vodka,Ironman,1348,x
5829,8/15/1970, 47 ,Married,100k-300k,Post-Graduate,Self-Employed,Atheist,Narcos,Honda,Male,Lebanese,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,0-250 KM,Horror,Economics,Rum,spiderman,317,x
5830,9/11/1973, 44 ,Married,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Historical,Civics,Whiskey,The hulk,1481,x
5831,12/30/1961, 56 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Flash,Audi,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Rum,Thor,612,y
5832,9/1/1971, 46 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Friends,Audi,Male,Italian,Rap,6 to 10,Soccer,Black,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Vodka,spiderman,827,y
5833,2/1/1984, 34 ,Married,300k-500k,High-School,Unemployed,Believer,How I Met your mother,Wolkswagen,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Non Drinkers,spiderman,489,y
5834,11/19/1987, 30 ,Unmarried,100k-300k,Graduate,Unemployed,Believer,Narcos,Suzuki,Female,French,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Non Drinkers,wonder woman,1466,y
5835,9/12/1974, 43 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,Commerce,Beer,The hulk,254,x
5836,11/15/1995, 22 ,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Friends,Toyota,Female,Italian,Rap,6 to 10,Soccer,Green,New York Times,0-10 KM,0-250 KM,Historical,Art,Vodka,The hulk,333,x
5837,12/8/1964, 53 ,Married,300k-500k,Uneducated,Self-Employed,Atheist,Game of Thrones,Toyota,Female,Italian,Hip-Hop,15-18,Rugby,Red,Huffington Post,40-60 KM,0-250 KM,Historical,Commerce,Vodka,Ironman,928,y
5838,11/16/1976, 41 ,Married,0-100K,Graduate,Employed,Agnostic,Narcos,GM,Male,Chinese,Classical,10 to 12,Cricket,purple,Associated Press,0-10 KM,2000+ KM,Thriller,Maths,Non Drinkers,Thor,1190,x
5839,1/25/1968, 50 ,Unmarried,0-100K,High-School,Self-Employed,Believer,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,MSN,40-60 KM,2000+ KM,Action,Biology,wine,Thor,1214,x
5840,11/13/1980, 37 ,Unmarried,0-100K,Graduate,Unemployed,Agnostic,Dexter,Ford,Male,Lebanese,Classical,12 to 15,cycling,Blue,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,290,y
5841,12/19/1985, 32 ,Divorced,100k-300k,Graduate,Employed,Agnostic,Dexter,Suzuki,Female,French,Rock,18-20,Swimming,purple,Associated Press,0-10 KM,2000+ KM,Historical,Commerce,Beer,Ironman,246,x
5842,11/11/1964, 53 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Thai,Country,12 to 15,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,887,x
5843,10/7/1969, 48 ,Married,500k-700k,High-School,Employed,Believer,Game of Thrones,Toyota,Male,Mexican,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Vodka,Ironman,782,x
5844,8/5/1977, 40 ,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Friends,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Cricket,Black,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,255,x
5845,8/10/1964, 53 ,Unmarried,100k-300k,High-School,Self-Employed,Agnostic,Prison Break,Suzuki,Female,Italian,Rap,6 to 10,volleyball,Black,New York Times,25-40 KM,1500-2000 KM,Action,Biology,Whiskey,wonder woman,133,y
5846,10/16/1985, 32 ,Unmarried,700k-1 Million,High-School,Employed,Believer,Breaking Bad,Daimler -Benz,Female,French,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,0-250 KM,Comedy,History,Beer,The hulk,181,y
5847,2/16/1963, 55 ,Married,300k-500k,Graduate,Self-Employed,Believer,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,Vodka,Ironman,1235,x
5848,6/17/1962, 55 ,Married,100k-300k,Uneducated,Unemployed,Atheist,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Gin,Ironman,508,y
5849,12/12/1963, 54 ,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,wine,spiderman,770,x
5850,5/15/1993, 24 ,Unmarried,300k-500k,High-School,Self-Employed,Believer,Flash,Daimler-Benz,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,wine,Thor,919,x
5851,12/21/1992, 25 ,Married,500k-700k,Uneducated,Self-Employed,Believer,Friends,BMW,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,83,y
